15822,15564.493854118511
15823,18896.258048367818
15824,36657.65987899144
15825,13341.076626272563
15827,29995.91087678127
15828,16631.78702085945
15829,6500.228640324121
15830,14708.67511583749
15831,15931.624054500313
15832,24303.789128598175
15833,28681.71009322177
15834,12755.831024419265
15836,23412.70748045426
15838,15491.637953946502
15840,15256.799120146014
15841,15389.63530542727
15842,39714.88661886151
15843,11246.253074557037
15844,24725.36993950391
15845,16578.955797210463
15846,8881.750707225638
15847,14089.162844899594
15848,20994.677398747386
15849,10265.694717715938
15850,30847.601640567056
15851,16737.273420155976
15852,23902.445257136507
15853,17482.849830671745
15854,21082.879321030025
15855,14351.610652107393
15856,14170.54340996742
15857,21319.768590997017
15858,16667.952113719773
15859,35592.091107028085
15860,10449.002739797135
15861,14765.715074288735
15862,12354.513236002087
15863,17027.244739452195
15864,14273.161803626688
15865,24721.928314632154
15866,9929.069833722911
15867,13890.07639319868
15868,24347.194343177336
15869,15916.462893914068
15870,29885.888200822596
15871,12324.267331902673
15873,23400.505739468877
15874,26540.31105618743
15875,22283.300191177896
15876,18016.899704801246
15877,37622.14164794241
15878,18568.780858698414
15879,12351.730379007786
15880,19427.895926298614
15881,13174.530420279032
15882,17738.448827954184
15883,7146.926660357671
15884,13101.251604428522
15885,19523.69501105653
15887,11669.655332368693
15888,23129.42858975841
15889,31347.439988015587
15890,12418.140727160542
15891,33134.932268490025
15892,20180.15657142474
15893,27415.454944516063
15894,10533.92861774746
15895,24667.65024404699
15897,13968.546387473161
15898,10343.296063477126
15899,17222.160138318846
15900,12276.13756936805
15901,32531.274094119664
15902,16607.570894691315
15903,17161.468419475605
15904,21301.748178471873
15905,35836.90279101707
15906,15391.451753247951
15907,12647.613742260808
15908,27030.423652013746
15909,19185.665824182972
15910,16633.33222567914
15912,23027.676772711504
15913,17510.80373364874
15914,12410.113322393154
15915,28230.4352062675
15916,25240.815636981246
15918,18462.907728329315
15919,7155.424663399846
15920,17900.055403909853
15921,33456.58153505587
15922,13842.669004479445
15923,12517.526566208795
15924,10447.82255276783
15925,15080.488560757385
15926,9575.384381645978
15927,24310.416261419854
15928,13774.630326765888
15929,10111.175820319666
15930,16737.83883178056
15932,15798.941131387095
15933,14151.876360316495
15934,8823.467428379074
15935,14013.138405883215
15936,32412.87756603509
15937,13909.897080185256
15939,11289.27186397009
15940,29112.87481307256
15941,14637.1462515885
15942,15846.183858974186
15943,13191.759541918767
15944,17801.218298431573
15945,25523.22589663907
15947,17380.02601618117
15949,18513.547409520917
15950,42604.50080964333
15951,12596.437514448324
15952,25886.006421296483
15953,16100.500559955126
15954,16760.72668292677
15955,17054.168580882473
15957,15001.501456291448
15958,12045.505854885443
15959,20825.23295394743
15960,29237.80111665554
15961,14194.446928494483
15962,20549.011017629684
15963,14990.027778881526
15964,29176.110082117015
15965,20910.82517564958
15966,17164.380834833883
15967,39626.88981995999
15968,16444.343333094996
15969,27180.291397803576
15970,22750.312289279726
15971,15407.096812763353
15972,17571.89650249307
15973,18084.755866587624
15974,13328.907232647765
16239,8604.050613928266
16240,6230.2141581640935
16241,6361.509271532379
16243,5538.178119543929
16244,4645.246372019841
16246,8922.758641092954
16247,8388.891365493113
16248,9671.478301181043
16249,7052.5279553545315
16252,2836.0800949797085
16253,11151.713699056723
16255,3337.5554617732523
16256,8665.985259956647
16257,10087.72756291673
16258,12630.246325768592
16259,5645.468477537001
16260,10775.152221657816
16261,8140.003186140004
16262,6695.098405485298
16264,4321.120908937564
16265,6790.844316240016
16266,5779.36914224945
16267,3603.2685886954114
16268,6614.642627703413
16269,8682.194477960007
16270,8976.897270050562
16271,7762.537216450162
16272,4935.021198539629
16273,8246.483798292971
16274,11552.416764585189
16275,4506.989673264108
16276,3685.585608868303
16277,6383.36339048521
16278,3831.649092264797
16279,8959.018313248229
16280,10629.177756047786
16281,9404.250822449478
16282,12574.750577197858
16283,8725.749714948797
16284,6615.060112384601
16285,5914.142135499882
16286,2711.0956794145313
16287,5085.962646668799
16288,9674.166307838932
16289,8650.418147675837
16290,7621.942837316525
16291,4908.952555681843
16292,7621.142655606354
16293,4813.219980690519
16294,13665.950503653541
16295,6178.944060781096
16296,5468.120300272763
16297,7948.0827029675675
16298,6688.6765460212955
16299,10070.07399242395
16300,5721.62167242312
16301,9213.349499935484
16302,12391.922217186508
16303,4871.114918304911
16304,10625.715646890832
16305,5558.48394110849
16306,5062.4319344234045
16307,10165.51251563834
16308,11508.831813108136
16309,5565.6488546408
16310,7039.797189226787
16312,4556.00545842401
16313,6420.033009232891
16315,9292.003510234954
16316,7355.6372483815085
16317,8501.051699545575
16318,4191.1656680042815
16319,10636.095184270602
16320,6248.644584523445
16321,7409.347540433389
16323,8613.707378640845
16324,8985.16061742928
16325,6843.226173174809
16326,10099.732128317813
16327,13102.163419507178
16328,7869.948372073224
16329,6115.930634943477
16330,7930.836463429989
16332,6609.785459441058
16333,10260.686853192481
16334,4365.1580070710625
